id,course_id,score
U_10094023,C_course-v1:NCTU+lhtl+2019_T1,0.087643483
U_10094023,C_course-v1:TsinghuaX+30240233X+2019_T1,0.054052814
U_10094023,C_course-v1:TsinghuaX+AP000016X+2019_T1,0.1398928
U_10094412,C_course-v1:GZHU+20180718001+2019_T1,0.130878751
U_10094412,C_course-v1:TsinghuaX+00690092X+2019_T1,0.050758152
U_10094412,C_course-v1:TsinghuaX+30640014X+2019_T1,0.048823538
U_10094412,C_course-v1:TsinghuaX+30640014X+sp,0.048823538
U_10094412,C_course-v1:TsinghuaX+AP000008X+2019_T1,0.020967382
U_10094412,C_course-v1:TsinghuaX+MOOC101_2015_2+sp,0.364496007
U_10094412,C_course-v1:rcoe+mooc103+2019_T1,0.082962479
U_10094822,C_course-v1:MITx+6_00_1x+sp,0.030324014
U_10094822,C_course-v1:TsinghuaX+30240184+sp,0.34682157
U_10094822,C_course-v1:TsinghuaX+30240184_2X+sp,0.031610226
U_10094822,C_course-v1:TsinghuaX+30240243X+sp,0.03915122
U_10094822,C_course-v1:TsinghuaX+34100325_X+sp,0.05360449
U_10095079,C_course-v1:HUBU+2017030501X+sp,0.1250635
U_10095079,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,0.066096961
U_10095079,C_course-v1:TsinghuaX+20220214X+2019_T1,0.093004596
U_10095079,C_course-v1:TsinghuaX+20250064+sp,0.066580033
U_10095292,C_course-v1:TsinghuaX+00740123_X+sp,0.189050589
U_10095292,C_course-v1:TsinghuaX+20240103X+2019_T1,0.388796774
U_10095292,C_course-v1:TsinghuaX+30240184+sp,1.474614882
U_10095292,C_course-v1:TsinghuaX+30240184_2X+sp,1.290880412
U_10095293,C_course-v1:JXUST+JXUST2016001+2016_T2,0.243005589
U_10095293,C_course-v1:MITx+6_00_1x+sp,0.011128367
U_10095293,C_course-v1:TsinghuaX+20180919X+2019_T1,0.656616803
U_10095293,C_course-v1:TsinghuaX+30240243X+sp,1.685409683
U_10095293,C_course-v1:UST+UST001+sp,0.096398706
U_10095383,C_course-v1:SichuanU+304231020+sp,0.280524822
U_10095749,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1.905714136
U_10095749,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.714740031
U_10095749,C_course-v1:TsinghuaX+30240243X+sp,0.178895573
U_10095851,C_course-v1:TsinghuaX+00612642X+sp,0.046287732
U_10095851,C_course-v1:TsinghuaX+20250064+sp,0.750402576
U_10095851,C_course-v1:TsinghuaX+20250064X+sp,1.484315884
U_10095851,C_course-v1:TsinghuaX+20250103X+sp,3.686458152
U_10095851,C_course-v1:TsinghuaX+20430064X+sp,0.166730397
U_10095851,C_course-v1:TsinghuaX+30640014X+sp,0.061894039
U_10095851,C_course-v1:TsinghuaX+30700313X+sp,0.152864139
U_10095851,C_course-v1:TsinghuaX+81020142X+sp,0.099099532
U_10096136,C_course-v1:GXUST+2017041901X+2017_T1,3.50141153
U_10096136,C_course-v1:NU+2017081001X+sp,2.659517667
U_10096136,C_course-v1:TsinghuaX+00690092X+sp,3.653756907
U_10096136,C_course-v1:TsinghuaX+00690342X+sp,0.516377573
U_10096136,C_course-v1:TsinghuaX+00701032X+sp,1.325931901
U_10096136,C_course-v1:TsinghuaX+20430064X+sp,0.058930162
U_10096504,C_course-v1:KMUSTX+8219011+2019_T1,1.135752073
U_10096504,C_course-v1:TsinghuaX+00612642X+2019_T1,0.067597159
U_10096504,C_course-v1:TsinghuaX+00691153X+2019_T1,0.183862085
U_10096504,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,0.087981281
U_10096504,C_course-v1:TsinghuaX+30700313X+2019_T1,0.151042632
U_10096504,C_course-v1:TsinghuaX+30700313X+sp,0.151042632
U_10096657,C_course-v1:TsinghuaX+20120143X+2019_T1,0.037301114
U_10096657,C_course-v1:TsinghuaX+20250064+sp,0.083277131
U_10096657,C_course-v1:TsinghuaX+20250064X+sp,0.276649077
U_10096657,C_course-v1:TsinghuaX+20250103X+sp,0.087922168
U_10096710,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.210750786
U_10096710,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.210750786
U_10096710,C_course-v1:TsinghuaX+20250064+sp,0.906472975
U_10096710,C_course-v1:TsinghuaX+20250103X+sp,0.025483263
U_10096824,C_course-v1:TsinghuaX+30240243X+sp,0.486275984
U_10096824,C_course-v1:TsinghuaX+30640014X+sp,0.0567552
U_10096824,C_course-v1:TsinghuaX+THESIS2014_1X_tv+_2014_,0.189671334
U_10097203,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.052035094
U_10097203,C_course-v1:TsinghuaX+20440333X+2019_T1,0.057342097
U_10097428,C_course-v1:MIL+MIL2016001+sp,0.95395188
U_10097428,C_course-v1:TsinghuaX+00612642X+sp,2.346045533
U_10097428,C_course-v1:TsinghuaX+10610193X+sp,0.807702143
U_10097428,C_course-v1:TsinghuaX+80000901X_1+sp,0.036384144
U_10097450,C_course-v1:CUNY+20171211001+sp,0.651906765
U_10097450,C_course-v1:SichuanU+304231020+sp,0.318119397
U_10097450,C_course-v1:TsinghuaX+10610193X+sp,0.268965577
U_10097450,C_course-v1:TsinghuaX+2018032801X+2018_T1,0.183230606
U_10097450,C_course-v1:TsinghuaX+20250103X+sp,0.174965137
U_10097450,C_course-v1:UST+UST001+sp,0.514891724
U_10097600,C_course-v1:TsinghuaX+10421094X_2015_2+sp,0.193192154
U_10097765,C_course-v1:TsinghuaX+20250064X+sp,0.182268082
U_10097765,C_course-v1:TsinghuaX+20250103X+sp,0.013731994
U_10097765,C_course-v1:TsinghuaX+81020142X+sp,0.762450816
U_10097765,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,0.452571385
U_10097922,C_course-v1:TsinghuaX+00740113_1X+sp,0.095049497
U_10097922,C_course-v1:TsinghuaX+00740113_2X+sp,0.100067668
U_10097922,C_course-v1:TsinghuaX+10430494X_2015_2+sp,0.123072572
U_10097922,C_course-v1:TsinghuaX+Pr20170406-SC_p1+sp,0.770154502
U_10098248,C_course-v1:TsinghuaX+10421094X_2015_2+sp,1.370365728
U_10098248,C_course-v1:TsinghuaX+10421102x_2015_T2+sp,0.926000522
U_10098248,C_course-v1:TsinghuaX+10430484X_2015_2+sp,0.219672322
U_10098248,C_course-v1:TsinghuaX+10430494X_2015_2+sp,1.001957944
U_10098248,C_course-v1:TsinghuaX+20120143X+sp,0.872982768
U_10098248,C_course-v1:TsinghuaX+30240184_2X+sp,0.523860078
U_10098683,C_course-v1:BSU+2018122403X+2019_T1,0.070137485
U_10098683,C_course-v1:BSU+BSU001+sp,0.111790379
U_10098683,C_course-v1:HUBU+HU08002X+2019_T1,0.11254292
U_10098683,C_course-v1:HUBU+HU08002X+sp,0.11254292
U_10098683,C_course-v1:PekingX+Peking001x+_,0.115910754
U_10098683,C_course-v1:Tsinghua+Thesis2017X+2017_T1,0.072914447
U_10098683,C_course-v1:TsinghuaX+00720091X+2019_T1,0.376214839
U_10098683,C_course-v1:TsinghuaX+00720091X+sp,0.376214839
U_10098683,C_course-v1:TsinghuaX+30640014X+sp,0.154351681
U_10098683,C_course-v1:TsinghuaX+30700313X+2019_T1,0.134393046
U_10098683,C_course-v1:TsinghuaX+30700313X+sp,0.134393046
U_10098683,C_course-v1:TsinghuaX+THESIS2016X_tv+2016_T1,0.042113122
U_10098721,C_course-v1:MITx+6_00_1x+sp,0.010829962
U_10098721,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.03422011
U_10098721,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.03422011
U_10098721,C_course-v1:TsinghuaX+00740123X+2019_T1,0.038057467
U_10098721,C_course-v1:TsinghuaX+00740123_X+sp,0.038057467
U_10098721,C_course-v1:TsinghuaX+44100343X+2019_T1,0.750250444
U_10099476,C_course-v1:TsinghuaX+00740123_X+sp,0.015846276
U_10099476,C_course-v1:TsinghuaX+30240184+sp,0.154184095
U_10099476,C_course-v1:TsinghuaX+34100325_X+sp,0.021350439
U_10099643,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.104096123
U_10099643,C_course-v1:TsinghuaX+30240184+sp,0.76003209
U_10099643,C_course-v1:TsinghuaX+30240184_2X+sp,3.73000467
U_10099643,C_course-v1:TsinghuaX+30240243X+sp,2.0065179
U_10099644,C_course-v1:TsinghuaX+30240184+sp,0.377700743
U_10099644,C_course-v1:TsinghuaX+AP000004X+2019_T1,0.137349518
U_10099644,C_course-v1:TsinghuaX+AP000013X+2019_T1,0.137349518
U_10100531,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2.87609969
U_10100531,C_course-v1:TsinghuaX+30240243X+sp,1.461050856
U_10100531,C_course-v1:XJTU+COMP200853+sp,2.746531318
U_10100808,C_course-v1:TsinghuaX+00670122+2019_T1,0.380488007
U_10100808,C_course-v1:TsinghuaX+00670122X+sp,0.118458502
U_10100808,C_course-v1:TsinghuaX+30640014X+sp,0.055715777
U_10100808,C_course-v1:TsinghuaX+AP000004X+2019_T1,0.031685757
U_10100808,C_course-v1:TsinghuaX+AP000013X+2019_T1,0.031685757
U_10101338,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.856859224
U_10101338,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.856859224
U_10101338,C_course-v1:TsinghuaX+10610193X+sp,0.108971649
U_10101338,C_course-v1:TsinghuaX+20440333X+2019_T1,1.690654747
U_10101338,C_course-v1:TsinghuaX+20440333X+sp,1.690654747
U_10101338,C_course-v1:XJAU+246010007+2018_T2,0.170218602
U_10101635,C_course-v1:TsinghuaX+10430484X_2015_2+sp,0.543161261
U_10101635,C_course-v1:TsinghuaX+10430494X_2015_2+sp,0.353773592
U_10101635,C_course-v1:TsinghuaX+20220214X+2019_T1,0.191509606
U_10101635,C_course-v1:TsinghuaX+30240532X+2019_T1,0.084937994
U_10101635,C_course-v1:TsinghuaX+30640014X+2019_T1,1.512386368
U_10101635,C_course-v1:TsinghuaX+30640014X+sp,1.512386368
U_10101635,C_course-v1:TsinghuaX+90640012X+2019_T1,0.21550128
U_10101635,C_course-v1:TsinghuaX+90640012X+sp,0.21550128
U_10101635,C_course-v1:TsinghuaX+90640012X_1+2019_T1,0.062065858
U_10101635,C_course-v1:TsinghuaX+AP000002X+2019_T1,0.543161261
U_10101983,C_course-v1:CUPB+100722C004+2019_T1,0.218226436
U_10101983,C_course-v1:FUDANx+ECON130080+2019_T1,0.031210267
U_10101983,C_course-v1:FudanX+SOSC120007+sp,0.590459161
U_10101983,C_course-v1:RUCX+AP000010X+2019_T1,0.133591923
U_10101983,C_course-v1:TsinghuaX+80515522X+sp,0.092013652
U_10104290,C_course-v1:TsinghuaX+30240184+sp,0.418999894
U_10104921,C_course-v1:CQU+MATH20041X+2019_T1,0.067442693
U_10104921,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.365459003
U_10104921,C_course-v1:TsinghuaX+20220332X+2019_T1,0.084087577
U_10104921,C_course-v1:TsinghuaX+20220332X+sp,0.084087577
U_10105425,C_course-v1:SCUT+145055+sp,0.127901052
U_10105425,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,1.668072474
U_10105425,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.239924188
U_10105425,C_course-v1:TsinghuaX+30240184+sp,0.034642558
U_10107047,C_course-v1:NBCC+031J33B00+sp,0.088869174
U_10107047,C_course-v1:SICT+2017092601+sp,0.02027879
U_10107047,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.07923339
U_10107047,C_course-v1:TsinghuaX+00740113_1X+sp,0.184357066
U_10107047,C_course-v1:TsinghuaX+00740123_X+sp,0.222125855
U_10109595,C_course-v1:HEBNU+2017011901X+sp,0.036932464
U_10109595,C_course-v1:MIL+MIL2016001+sp,0.367149722
U_10109595,C_course-v1:TsinghuaX+20250064+sp,3.528237222
U_10109595,C_course-v1:TsinghuaX+20250064X+sp,2.820700114
U_10109595,C_course-v1:TsinghuaX+20250103X+sp,4.837009001
U_10109792,C_course-v1:TsinghuaX+10610193X+2019_T1,0.229908423
U_10109792,C_course-v1:TsinghuaX+10610193X+sp,0.229908423
U_10109792,C_course-v1:TsinghuaX+20120143X+sp,0.236535381
U_10109792,C_course-v1:TsinghuaX+2018032801X+2018_T1,0.138901304
U_10110166,C_course-v1:SCUT+145033+sp,0.619445474
U_10110166,C_course-v1:SCUT+145055+2018_T2,1.197620557
U_10110166,C_course-v1:SCUT+145055+sp,1.197620557
U_10110166,C_course-v1:SCUT+2018122802X+2018_T2,0.037876843
U_10110166,C_course-v1:TsinghuaX+20250064+sp,0.08587653
U_10110166,C_course-v1:TsinghuaX+20250103X+sp,0.314819587
U_10110244,C_course-v1:PasteurX+96008+sp,0.08723125
U_10110244,C_course-v1:TsinghuaX+30670043X+2019_T1,0.046161567
U_10110244,C_course-v1:TsinghuaX+80000271X+sp,0.437777669
U_10110244,C_course-v1:TsinghuaX+80000822X+sp,1.068748762
U_10110344,C_course-v1:TsinghuaX+70150023X+sp,0.068574873
U_10110344,C_course-v1:TsinghuaX+80150193X+2019_T1,0.03304364
U_10110344,C_course-v1:TsinghuaX+80150193X+sp,0.03304364
U_10110618,C_course-v1:KMUSTX+8209001+sp,0.082227428
U_10110618,C_course-v1:TsinghuaX+30640014X+2019_T1,0.0153049
U_10110618,C_course-v1:TsinghuaX+30640014X+sp,0.0153049
U_10110779,C_course-v1:SCUT+145033+sp,0.285867359
U_10110779,C_course-v1:SCUT+145055+sp,1.212242573
U_10110779,C_course-v1:TsinghuaX+30240184+sp,0.096951922
U_10110779,C_course-v1:TsinghuaX+30240243X+sp,0.042888352
U_10110802,C_course-v1:TsinghuaX+2018032801X+2018_T1,0.156372782
U_10111018,C_course-v1:JNU+2018012501X+sp,0.059022612
U_10111018,C_course-v1:MITx+2_03x+sp,0.178316718
U_10111018,C_course-v1:TsinghuaX+20330334X_2015_2+sp,0.560213273
U_10111018,C_course-v1:TsinghuaX+30040323X+sp,0.036224792
U_10111018,C_course-v1:TsinghuaX+70120073X+sp,0.21908387
U_10111206,C_course-v1:LZU+2018122505X+2018_T2,0.052402085
U_10111206,C_course-v1:TsinghuaX+10610183_2X+sp,0.026069374
U_10111206,C_course-v1:TsinghuaX+10610224X+sp,0.09606715
U_10111265,C_course-v1:JNUX+07009156X+2019_T1,0.026864411
U_10111265,C_course-v1:TsinghuaX+THU201605X+sp,0.34499529
U_10111350,C_course-v1:TsinghuaX+00740123X+2019_T1,0.017307724
U_10111350,C_course-v1:TsinghuaX+00740123_X+sp,0.017307724
U_10111350,C_course-v1:TsinghuaX+10421084X_2015_2+sp,0.265286029
U_10111871,C_course-v1:CSU+210201T10+sp,0.236845955
U_10111871,C_course-v1:HNU+20180706002+2019_T1,0.096729815
U_10111871,C_course-v1:LUIBE+201808064+2019_T1,0.103873708
U_10111871,C_course-v1:TsinghuaX+10610183_2X+sp,0.127647214
U_10111871,C_course-v1:TsinghuaX+10610193X+2019_T1,0.389558881
U_10111871,C_course-v1:TsinghuaX+10610193X+sp,0.389558881
U_10112158,C_course-v1:SPI+20170828001x+sp,0.190044201
U_10112158,C_course-v1:TsinghuaX+20140064X+2018_sp,0.074028265
U_10112158,C_course-v1:TsinghuaX+40050455_2X+sp,0.113263121
U_10113260,C_course-v1:TsinghuaX+10430494X_2015_2+sp,0.048324431
U_10113260,C_course-v1:TsinghuaX+20250064+sp,0.295637573
U_10113260,C_course-v1:TsinghuaX+20250064X+sp,0.422049202
U_10114498,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.057014634
U_10114498,C_course-v1:TsinghuaX+00740043_2x+2019_T1,0.332526152
U_10114498,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.332526152
U_10114498,C_course-v1:TsinghuaX+00740113_1X+sp,0.960298369
U_10114498,C_course-v1:TsinghuaX+00740113_2X+sp,0.721283396
U_10114498,C_course-v1:TsinghuaX+00740123_X+sp,0.572466268
U_10114498,C_course-v1:TsinghuaX+30240184+sp,0.059691407
U_10114498,C_course-v1:TsinghuaX+30240243X+sp,0.233395584
U_10115301,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2.570795592
U_10115301,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.688295998
U_10115301,C_course-v1:TsinghuaX+10430494X_2015_2+sp,0.244769118
U_10115301,C_course-v1:TsinghuaX+30240184+sp,4.14851624
U_10115301,C_course-v1:TsinghuaX+30240184_2X+sp,0.041558033
U_10115547,C_course-v1:MITx+6_002x+sp,0.125151195
U_10115547,C_course-v1:SPI+40281x+sp,0.599230864
U_10115547,C_course-v1:SichuanU+304231020+sp,1.28974161
U_10115547,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,0.267285138
U_10115547,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,1.377029134
U_10115547,C_course-v1:TsinghuaX+20250103X+sp,1.133407622
U_10115547,C_course-v1:TsinghuaX+70150023X+sp,0.090063174
U_10115547,C_course-v1:UESTC+2017071301X+sp,0.340475335
U_10115547,C_course-v1:imvtc+2018122701+2019_T1,0.052529953
U_10115668,C_course-v1:TsinghuaX+2018032801X+2018_T1,0.155952645
U_10115668,C_course-v1:TsinghuaX+20250064+sp,1.4209049
U_10115668,C_course-v1:TsinghuaX+20250103X+sp,0.02085153
U_10115668,C_course-v1:TsinghuaX+40250074X+2019_T1,0.955600052
U_10116010,C_course-v1:TsinghuaX+20220332X+sp,0.050595902
U_10116010,C_course-v1:TsinghuaX+70000662+2019_T1,0.390878703
U_10116010,C_course-v1:TsinghuaX+80000901X_1+sp,0.419555028
U_10116010,C_course-v1:TsinghuaX+90640012X+2019_T1,0.04447674
U_10116010,C_course-v1:ZUEL+B0680090+sp,0.120497583
U_10116070,C_course-v1:Stanford+WomensHealth+sp,0.054102095
U_10116070,C_course-v1:TsinghuaX+00670122X+sp,0.042174258
U_10116070,C_course-v1:TsinghuaX+30640014X+2019_T1,0.346765874
U_10116070,C_course-v1:TsinghuaX+30640014X+sp,0.346765874
U_10117631,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.084851761
U_10117631,C_course-v1:TsinghuaX+00740043_1x+2019_T1,0.084851761
U_10117631,C_course-v1:TsinghuaX+10421084X+2019_T1,0.071851463
U_10117631,C_course-v1:TsinghuaX+20120143X+sp,0.316909229
U_10117782,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.236817344
U_10117782,C_course-v1:TsinghuaX+10421084X_2015_2+sp,0.806328044
U_10117782,C_course-v1:TsinghuaX+10421094X_2015_2+sp,0.478484795
U_10117782,C_course-v1:TsinghuaX+20220332X+sp,0.030212757
U_10118000,C_course-v1:MITx+6_00_1x+sp,0.102128669
U_10118000,C_course-v1:RiceX+BIOC372_1x+sp,0.039631565
U_10118000,C_course-v1:TsinghuaX+10430484X_2015_2+sp,0.751492621
U_10118000,C_course-v1:TsinghuaX+10430575X+2019_T1,0.059270415
U_10118000,C_course-v1:TsinghuaX+20440333X+2019_T1,0.062110216
U_10118000,C_course-v1:TsinghuaX+30640014X+sp,0.035764122
U_10118000,C_course-v1:TsinghuaX+AP000001X+2019_T1,0.112260054
U_10118708,C_course-v1:MITx+6_00_1x+sp,0.042236006
U_10118708,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,3.081486439
U_10118708,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,1.366717892
U_10118708,C_course-v1:TsinghuaX+30240184+sp,2.754407644
U_10118724,C_course-v1:CQU+MATH20041X+2019_T1,0.055797336
U_10118724,C_course-v1:JNUX+2018120406X+2018_T2,0.068336045
U_10118724,C_course-v1:TsinghuaX+30590023+2019_T1,0.932330672
U_10118724,C_course-v1:TsinghuaX+70612463X+2019_T1,1.354660253
U_10118724,C_course-v1:TsinghuaX+70612463X+sp,1.354660253
U_10118724,C_course-v1:TsinghuaX+80240372X+2019_T1,0.92245801
U_10119226,C_course-v1:BerkeleyX+CS169_1X+sp,0.124448986
U_10119226,C_course-v1:NBCC+NBCC000201+_sp,0.636167303
U_10119226,C_course-v1:NJU+C1026+2016_T2,0.073046742
U_10119226,C_course-v1:TsinghuaX+00740123_X+sp,0.089192216
U_10119226,C_course-v1:TsinghuaX+30240184+sp,1.464084097
U_10119226,C_course-v1:TsinghuaX+30240184_2X+sp,4.583509819
U_10119226,C_course-v1:TsinghuaX+30240243X+sp,0.472998827
U_10119226,C_course-v1:TsinghuaX+30240332+2019_T1,0.158504515
U_10119226,C_course-v1:UST+UST001+sp,0.107048339
U_10119226,C_course-v1:WUT+1022817X+sp,0.064291873
U_10119374,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.403836436
U_10119374,C_course-v1:TsinghuaX+10421084X_2015_2+sp,0.126201006
U_10119374,C_course-v1:TsinghuaX+10421094X_2015_2+sp,0.065948699
U_10119374,C_course-v1:TsinghuaX+10421102x_2015_T2+sp,0.236196952
U_10119374,C_course-v1:TsinghuaX+10430484X_2015_2+sp,0.376542497
U_10119374,C_course-v1:TsinghuaX+20120143X+sp,0.14542692
U_10119588,C_course-v1:CSU+210201T10+sp,0.21694667
U_10119588,C_course-v1:FUDANx+ECON13000701+2019_T1,0.137778469
U_10119588,C_course-v1:JNU+03010100+sp,0.13567259
U_10119588,C_course-v1:MIL+MIL2016001+sp,0.328637444
U_10119588,C_course-v1:SDSNAssociation+CSN+sp,0.139317479
U_10119588,C_course-v1:SEU+00690803+Sp,1.020712611
U_10119588,C_course-v1:SEU+00690803+sp,0.194924596
U_10119588,C_course-v1:TsinghuaX+00510663X+2019_T1,0.22388593
U_10119588,C_course-v1:TsinghuaX+00612642X+sp,0.158343165
U_10119588,C_course-v1:TsinghuaX+00612643X+sp,0.120889275
U_10119588,C_course-v1:TsinghuaX+00690302_2+2019_T1,0.165147555
U_10119588,C_course-v1:TsinghuaX+00690302_2+sp,0.165147555
U_10119588,C_course-v1:TsinghuaX+0350161X_2015_T2+sp,0.22530267
U_10119588,C_course-v1:TsinghuaX+10430484X_2015_2+sp,0.075914421
U_10119588,C_course-v1:TsinghuaX+10450012X+2019_T1,0.027994742
U_10119588,C_course-v1:TsinghuaX+10450034_1X_2X+2019_T1,0.280477104
U_10119588,C_course-v1:TsinghuaX+10610193X+sp,0.096122999
U_10119588,C_course-v1:TsinghuaX+10610224X+2019_T1,0.17688404
U_10119588,C_course-v1:TsinghuaX+10610224X+sp,0.17688404
U_10119588,C_course-v1:TsinghuaX+10620204X+2019_T1,0.515091638
U_10119588,C_course-v1:TsinghuaX+20120143X+sp,0.639887392
U_10119588,C_course-v1:TsinghuaX+20180412+2019_T1,0.034542848
U_10119588,C_course-v1:TsinghuaX+20350033X+sp,0.432120322
U_10119588,C_course-v1:TsinghuaX+2070071X+2017_T1,0.679923516
U_10119588,C_course-v1:TsinghuaX+30640014X+2019_T1,0.511006526
U_10119588,C_course-v1:TsinghuaX+30700313X+sp,0.033132223
U_10119588,C_course-v1:TsinghuaX+400182X+sp,0.461140189
U_10119588,C_course-v1:TsinghuaX+70660542X+2015_T2,0.076775832
U_10119588,C_course-v1:TsinghuaX+80000901X_1+sp,1.138466187
U_10119588,C_course-v1:TsinghuaX+AP000001X+2019_T1,0.077328887
U_10119950,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.293572826
U_10119950,C_course-v1:TsinghuaX+20250103X+sp,0.381689505
U_10119950,C_course-v1:TsinghuaX+30240243X+sp,0.02771786
U_10119950,C_course-v1:TsinghuaX+81020142X+sp,0.021395524
U_10120705,C_course-v1:MITx+6_002x+sp,0.25493015
U_10120705,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.652803168
U_10120705,C_course-v1:TsinghuaX+00740123X+2019_T1,0.435488881
U_10120705,C_course-v1:TsinghuaX+00740123_X+sp,0.435488881
U_10121568,C_course-v1:SCUT+145033+sp,0.46994702
U_10121568,C_course-v1:TsinghuaX+30240184+sp,0.091697701
U_10121568,C_course-v1:TsinghuaX+30240243X+sp,0.223307907
U_10123,C_course-v1:BJTU+2017052601X+2018_T2,0.078676863
U_10123,C_course-v1:BJTU+2017072501X+sp,0.078676863
U_10123,C_course-v1:BNU+0610073981+2019_T1,0.03888569
U_10123,C_course-v1:GZHU+000001004+sp,0.914934197
U_10123,C_course-v1:MIL+MIL2016001+sp,0.448625891
U_10123,C_course-v1:NUDT+125205501+sp,0.196522699
U_10123,C_course-v1:TsinghuaX+00612643X+sp,0.304397307
U_10123,C_course-v1:TsinghuaX+00690092X+sp,0.013433621
U_10123,C_course-v1:TsinghuaX+00690342X+2019_T1,0.309674126
U_10123,C_course-v1:TsinghuaX+00690342X+sp,0.309674126
U_10123,C_course-v1:TsinghuaX+10610193X+sp,0.234934949
U_10123,C_course-v1:TsinghuaX+10610224X+sp,0.016987025
U_10123,C_course-v1:TsinghuaX+30700313X+sp,0.079241171
U_10123,C_course-v1:TsinghuaX+64100033X+SP,0.01929123
U_10123,C_course-v1:TsinghuaX+80590952X+sp,0.021823967
U_10123,C_course-v1:TsinghuaX+80590982X+2019_T1,0.011921323
U_10123,C_course-v1:TsinghuaX+8070071301+2019_T1,0.169335178
U_10123,C_course-v1:TsinghuaX+THUSEM002+2019_T1,0.086126227
U_10123,C_course-v1:WUT+1022817X+sp,0.018704079
U_10193,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,0.092690764
U_10193,C_course-v1:TsinghuaX+00740123_X+sp,0.138119962
U_10193,C_course-v1:TsinghuaX+10421075X_2015_2+sp,0.363181201
U_10193,C_course-v1:TsinghuaX+20120143X+sp,0.356092762
